flight_id,split,retained_in_distribution,rows
KRDU:DAL1018_05L_a403b3_20260530T213829Z,train,True,137
KRDU:DAL1018_05L_a41131_20260705T221122Z,val,True,130
KRDU:DAL1018_05L_a41c56_20260714T204430Z,train,True,217
KRDU:DAL1018_05L_a4a484_20260502T215346Z,train,True,129
KRDU:DAL1018_23L_a39ab4_20260520T204332Z,train,True,205
KRDU:DAL1018_23R_a35a92_20260711T211004Z,val,True,302
KRDU:DAL1018_23R_a36200_20260628T205428Z,train,True,301
KRDU:DAL1018_23R_a396fd_20260627T205712Z,val,True,276
KRDU:DAL1018_23R_a39ab4_20260508T212711Z,train,True,317
KRDU:DAL1018_23R_a39ab4_20260509T213247Z,val,True,185
KRDU:DAL1018_23R_a39ab4_20260510T213039Z,val,True,139
KRDU:DAL1018_23R_a39ab4_20260512T204724Z,train,True,344
KRDU:DAL1018_23R_a39ab4_20260514T211331Z,val,True,298
KRDU:DAL1018_23R_a39ab4_20260516T204907Z,train,True,139
KRDU:DAL1018_23R_a39ab4_20260517T204659Z,val,True,143
KRDU:DAL1018_23R_a39ab4_20260518T204927Z,train,True,282
KRDU:DAL1018_23R_a39ab4_20260519T204349Z,train,True,318
KRDU:DAL1018_23R_a39e6b_20260531T204407Z,train,True,361
KRDU:DAL1018_23R_a39e6b_20260701T213433Z,train,True,145
KRDU:DAL1018_23R_a3a990_20260626T205316Z,val,True,337
KRDU:DAL1018_23R_a3ad47_20260708T210413Z,val,False,274
KRDU:DAL1018_23R_a3b86c_20260715T203208Z,train,True,284
KRDU:DAL1018_23R_a3c9a1_20260702T210239Z,train,True,289
KRDU:DAL1018_23R_a3c9a1_20260707T222108Z,train,True,290
KRDU:DAL1018_23R_a3f120_20260521T220934Z,train,True,310
KRDU:DAL1018_23R_a3f120_20260527T211016Z,val,True,294
KRDU:DAL1018_23R_a3f4d7_20260710T204733Z,train,True,311
KRDU:DAL1018_23R_a403b3_20260527T013314Z,train,True,294
KRDU:DAL1018_23R_a40d7a_20260716T205048Z,train,True,152
KRDU:DAL1018_23R_a41131_20260707T145444Z,train,True,176
KRDU:DAL1018_23R_a4189f_20260529T210309Z,train,True,332
KRDU:DAL1018_23R_a41c56_20260703T203136Z,train,True,306
KRDU:DAL1018_23R_a44548_20260503T225246Z,train,True,264
KRDU:DAL1018_23R_a4478d_20260704T204443Z,train,True,290
KRDU:DAL1018_23R_a4794e_20260504T212935Z,train,True,135
KRDU:DAL1018_23R_a48315_20260506T211334Z,train,True,184
KRDU:DAL1018_23R_a4a484_20260501T211710Z,train,True,343
KRDU:DAL1041_23R_ab83e8_20260627T201809Z,train,True,299
KRDU:DAL1041_23R_ace9ba_20260711T195912Z,train,True,316
KRDU:DAL1041_23R_ad14f9_20260718T195848Z,val,True,333
KRDU:DAL1097_05L_abc1bc_20260630T223044Z,train,True,127
KRDU:DAL1097_05L_abd69d_20260523T224227Z,val,True,473
KRDU:DAL1097_05L_ac382e_20260714T223954Z,train,True,128
KRDU:DAL1097_05L_acd88e_20260713T004508Z,train,True,133
KRDU:DAL1097_05L_ad23d5_20260511T225229Z,train,True,143
KRDU:DAL1097_05L_ad23d5_20260628T224621Z,train,True,119
KRDU:DAL1097_05L_ad2b43_20260702T223200Z,train,True,127
KRDU:DAL1097_05L_ad350a_20260522T234622Z,train,True,298
KRDU:DAL1097_05L_ad4b54_20260528T223212Z,train,True,116
KRDU:DAL1097_05L_ad52c2_20260713T233513Z,train,True,319
KRDU:DAL1097_05R_ad4b54_20260707T005833Z,train,True,119
KRDU:DAL1097_23R_a017a8_20260503T232937Z,train,True,290
KRDU:DAL1097_23R_a071c2_20260501T223311Z,train,True,316
KRDU:DAL1097_23R_a364ea_20260505T224556Z,train,True,276
KRDU:DAL1097_23R_a364ea_20260506T223953Z,train,True,302
KRDU:DAL1097_23R_a42a5c_20260504T224155Z,train,True,277
KRDU:DAL1097_23R_aaf4c8_20260701T223057Z,val,True,337
KRDU:DAL1097_23R_ab14d9_20260716T230652Z,train,True,279
KRDU:DAL1097_23R_ab5c69_20260720T231148Z,val,True,126
KRDU:DAL1097_23R_ab678e_20260708T223254Z,train,True,121
KRDU:DAL1097_23R_abe930_20260518T233516Z,train,True,291
KRDU:DAL1097_23R_abe930_20260709T225657Z,train,True,315
KRDU:DAL1097_23R_ac0941_20260711T030248Z,train,True,305
KRDU:DAL1097_23R_ac3f9c_20260715T223659Z,val,True,275
KRDU:DAL1097_23R_ac8d3c_20260707T223304Z,train,True,526
KRDU:DAL1097_23R_ad03c4_20260718T231015Z,train,True,280
KRDU:DAL1097_23R_ad077b_20260509T224524Z,train,True,135
KRDU:DAL1097_23R_ad077b_20260712T030307Z,val,True,279
KRDU:DAL1097_23R_ad18b0_20260520T231041Z,val,True,303
KRDU:DAL1097_23R_ad201e_20260510T224656Z,train,True,289
KRDU:DAL1097_23R_ad201e_20260515T223824Z,train,True,345
KRDU:DAL1097_23R_ad201e_20260517T231145Z,train,True,345
KRDU:DAL1097_23R_ad278c_20260508T222655Z,train,True,281
KRDU:DAL1097_23R_ad278c_20260529T224602Z,train,True,137
KRDU:DAL1097_23R_ad278c_20260626T224112Z,train,True,308
KRDU:DAL1097_23R_ad278c_20260706T004703Z,train,True,288
KRDU:DAL1097_23R_ad2b43_20260519T223344Z,train,True,309
KRDU:DAL1097_23R_ad2b43_20260521T224325Z,train,True,280
KRDU:DAL1097_23R_ad2b43_20260531T223353Z,train,True,298
KRDU:DAL1097_23R_ad2efa_20260527T000711Z,train,True,134
KRDU:DAL1097_23R_ad350a_20260512T223609Z,train,True,318
KRDU:DAL1097_23R_ad350a_20260514T223732Z,train,True,303
KRDU:DAL1097_23R_ad350a_20260527T222901Z,train,True,279
KRDU:DAL1097_23R_ad479d_20260513T224857Z,train,True,346
KRDU:DAL1097_23R_ad479d_20260526T000932Z,train,True,137
KRDU:DAL1097_23R_ad4b54_20260704T021543Z,train,True,364
KRDU:DAL1097_23R_ad63f7_20260627T225522Z,train,True,142
KRDU:DAL1154_05L_ab2b23_20260707T025740Z,train,True,128
KRDU:DAL1154_05L_aced7a_20260713T050312Z,train,True,124
KRDU:DAL1154_05L_ad077b_20260714T033446Z,train,True,129
KRDU:DAL1154_05L_ad077b_20260718T033945Z,train,True,119
KRDU:DAL1154_23R_abc1bc_20260627T023223Z,train,True,317
KRDU:DAL1154_23R_ad4f0b_20260710T030610Z,val,True,308
KRDU:DAL1154_23R_ad4f0b_20260721T030510Z,train,True,289
KRDU:DAL1154_23R_ad5c89_20260711T043213Z,train,True,334
KRDU:DAL1154_23R_ad63f7_20260720T051921Z,train,True,220
KRDU:DAL1154_23R_ad67ae_20260706T040012Z,train,True,281
KRDU:DAL1273_05L_ace9ba_20260529T014933Z,train,True,131
KRDU:DAL1273_05L_ace9ba_20260531T013833Z,train,True,142
KRDU:DAL1273_05L_ad000d_20260512T014026Z,train,True,143
KRDU:DAL1273_05L_ad077b_20260525T013538Z,train,True,116
KRDU:DAL1273_05L_ad14f9_20260522T014423Z,val,True,120
KRDU:DAL1273_05L_ad43e6_20260523T035212Z,train,True,338
KRDU:DAL1273_05L_ad5679_20260508T014249Z,train,True,134
KRDU:DAL1273_05L_ad67ae_20260524T015146Z,train,True,152
KRDU:DAL1273_23R_ace9ba_20260511T013429Z,train,True,276
KRDU:DAL1273_23R_ace9ba_20260514T013442Z,train,True,365
KRDU:DAL1273_23R_ad000d_20260510T014049Z,train,True,151
KRDU:DAL1273_23R_ad077b_20260518T014141Z,train,True,269
KRDU:DAL1273_23R_ad077b_20260520T013229Z,train,True,286
KRDU:DAL1273_23R_ad077b_20260528T014009Z,train,True,146
KRDU:DAL1273_23R_ad43e6_20260513T013324Z,train,True,357
KRDU:DAL1273_23R_ad43e6_20260527T025038Z,train,True,312
KRDU:DAL1273_23R_ad4f0b_20260526T033305Z,train,True,327
KRDU:DAL1273_23R_ad52c2_20260516T013647Z,train,True,291
KRDU:DAL1273_23R_ad5679_20260530T015414Z,val,True,143
KRDU:DAL1273_23R_ad5c89_20260509T014856Z,train,True,126
KRDU:DAL1273_23R_ad5c89_20260519T014240Z,train,True,147
KRDU:DAL1273_23R_ad63f7_20260521T013932Z,val,True,309
KRDU:DAL1275_05L_a36200_20260629T022415Z,train,True,130
KRDU:DAL1275_05L_a365b7_20260709T020537Z,val,True,135
KRDU:DAL1275_05L_a396fd_20260713T040318Z,train,True,282
KRDU:DAL1275_05L_a396fd_20260714T035210Z,train,True,246
KRDU:DAL1275_05L_a39ab4_20260508T022332Z,train,True,135
KRDU:DAL1275_05L_a39ab4_20260512T022459Z,train,True,151
KRDU:DAL1275_05L_a39ab4_20260515T023145Z,train,True,156
KRDU:DAL1275_05L_a3f120_20260522T033842Z,train,True,142
KRDU:DAL1275_05L_a3f120_20260523T024344Z,train,True,124
KRDU:DAL1275_05L_a3f120_20260524T023904Z,val,True,233
KRDU:DAL1275_05L_a403b3_20260531T033920Z,train,True,148
KRDU:DAL1275_05L_a4189f_20260529T021203Z,train,True,148
KRDU:DAL1275_05L_a41c56_20260715T021600Z,val,True,135
KRDU:DAL1275_23L_a41131_20260706T031329Z,val,True,153
KRDU:DAL1275_23R_a385c8_20260720T032040Z,train,True,287
KRDU:DAL1275_23R_a396fd_20260628T022123Z,train,True,342
KRDU:DAL1275_23R_a39ab4_20260509T024137Z,train,True,309
KRDU:DAL1275_23R_a39ab4_20260510T023540Z,train,True,335
KRDU:DAL1275_23R_a39ab4_20260511T024051Z,val,True,317
KRDU:DAL1275_23R_a39ab4_20260514T051958Z,train,True,298
KRDU:DAL1275_23R_a39ab4_20260518T033343Z,train,True,149
KRDU:DAL1275_23R_a39ab4_20260520T040810Z,train,True,253
KRDU:DAL1275_23R_a3a5ec_20260507T022635Z,val,True,344
KRDU:DAL1275_23R_a3a990_20260627T022549Z,val,True,324
KRDU:DAL1275_23R_a3b86c_20260716T022825Z,train,True,292
KRDU:DAL1275_23R_a3be7c_20260710T022309Z,train,True,336
KRDU:DAL1275_23R_a3ed69_20260521T054242Z,train,True,321
KRDU:DAL1275_23R_a3f120_20260525T025006Z,train,True,215
KRDU:DAL1275_23R_a3f120_20260526T030258Z,train,True,157
KRDU:DAL1275_23R_a3f120_20260528T023414Z,train,True,143
KRDU:DAL1275_23R_a3f4d7_20260711T033149Z,train,True,150
KRDU:DAL1275_23R_a40d7a_20260717T023237Z,train,True,324
KRDU:DAL1275_23R_a40d7a_20260718T043740Z,train,True,150
KRDU:DAL1275_23R_a4189f_20260530T022818Z,train,True,298
KRDU:DAL1275_23R_a4278e_20260505T022451Z,train,True,338
KRDU:DAL1275_23R_a44031_20260502T024539Z,train,True,331
KRDU:DAL1279_05L_a39ab4_20260508T144358Z,train,True,136
KRDU:DAL1279_05L_a39e6b_20260531T144728Z,train,True,140
KRDU:DAL1279_05L_a3d87d_20260630T143538Z,train,True,142
KRDU:DAL1279_05L_a3f120_20260523T155227Z,val,True,357
KRDU:DAL1279_05L_a3f120_20260524T151319Z,train,True,131
KRDU:DAL1279_05L_a3fffc_20260629T144732Z,val,True,148
KRDU:DAL1279_05L_a403b3_20260530T161713Z,train,True,135
KRDU:DAL1279_05L_a40d7a_20260717T143424Z,val,True,137
KRDU:DAL1279_05L_a4189f_20260528T144028Z,train,True,141
KRDU:DAL1279_05L_a4189f_20260529T145759Z,train,True,368
KRDU:DAL1279_05L_a41c56_20260714T143433Z,train,True,173
KRDU:DAL1279_05L_a4a484_20260501T150515Z,val,True,130
KRDU:DAL1279_05L_a4a484_20260502T150054Z,train,True,138
KRDU:DAL1279_05R_a39ab4_20260511T144116Z,train,True,146
KRDU:DAL1279_05R_a39ab4_20260514T151749Z,train,True,152
KRDU:DAL1279_05R_a3f120_20260522T144808Z,val,True,140
KRDU:DAL1279_23L_a39ab4_20260515T144653Z,train,True,310
KRDU:DAL1279_23L_a39ab4_20260516T144712Z,train,True,342
KRDU:DAL1279_23L_a3be7c_20260709T143054Z,train,True,329
KRDU:DAL1279_23L_a3f120_20260527T150228Z,train,True,153
KRDU:DAL1279_23R_a35a92_20260711T143616Z,val,True,313
KRDU:DAL1279_23R_a36200_20260628T144534Z,train,True,307
KRDU:DAL1279_23R_a385c8_20260718T144127Z,val,True,316
KRDU:DAL1279_23R_a385c8_20260719T154523Z,train,True,294
KRDU:DAL1279_23R_a396fd_20260627T144140Z,train,True,309
KRDU:DAL1279_23R_a39ab4_20260507T151435Z,train,True,371
KRDU:DAL1279_23R_a39ab4_20260509T144401Z,train,True,322
KRDU:DAL1279_23R_a39ab4_20260510T143645Z,val,True,323
KRDU:DAL1279_23R_a39ab4_20260517T145356Z,val,True,292
KRDU:DAL1279_23R_a39ab4_20260518T145108Z,train,True,162
KRDU:DAL1279_23R_a39ab4_20260519T144728Z,train,True,303
KRDU:DAL1279_23R_a39ab4_20260520T145233Z,train,True,303
KRDU:DAL1279_23R_a39e6b_20260701T144550Z,train,True,290
KRDU:DAL1279_23R_a3ad47_20260708T144456Z,train,True,330
KRDU:DAL1279_23R_a3b86c_20260715T143414Z,train,True,304
KRDU:DAL1279_23R_a3c9a1_20260702T143530Z,val,True,295
KRDU:DAL1279_23R_a3c9a1_20260707T155233Z,train,True,355
KRDU:DAL1279_23R_a3dc34_20260720T144708Z,train,True,287
KRDU:DAL1279_23R_a3e9b2_20260721T144046Z,train,True,286
KRDU:DAL1279_23R_a3f120_20260521T145419Z,train,True,328
KRDU:DAL1279_23R_a3f4d7_20260710T143354Z,train,True,324
KRDU:DAL1279_23R_a403b3_20260526T144730Z,train,True,320
KRDU:DAL1279_23R_a40d7a_20260716T151306Z,train,True,285
KRDU:DAL1279_23R_a41131_20260706T144248Z,train,True,289
KRDU:DAL1279_23R_a41c56_20260703T144002Z,train,True,283
KRDU:DAL1279_23R_a4478d_20260704T143555Z,train,True,275
KRDU:DAL1279_23R_a44988_20260505T150536Z,train,True,297
KRDU:DAL1279_23R_a4794e_20260504T150043Z,train,True,271
KRDU:DAL1279_23R_a48315_20260506T150906Z,train,True,301
KRDU:DAL1312_05L_a3a5ec_20260507T211312Z,train,True,143
KRDU:DAL1312_05L_a3a9a3_20260522T203429Z,train,True,137
KRDU:DAL1312_05L_a3d890_20260524T203037Z,train,True,134
KRDU:DAL1312_05L_a3dc47_20260515T203622Z,val,True,127
KRDU:DAL1312_05L_a3f133_20260713T194354Z,val,True,264
KRDU:DAL1312_05L_a3f133_20260714T193043Z,train,True,132
KRDU:DAL1312_05L_a3f133_20260717T200154Z,train,True,210
KRDU:DAL1312_05L_a418b2_20260528T202427Z,train,True,133
KRDU:DAL1312_05L_a418b2_20260530T204358Z,train,True,132
KRDU:DAL1312_05L_a42efc_20260511T210609Z,train,True,157
KRDU:DAL1312_05L_a44031_20260503T031755Z,train,True,131
KRDU:DAL1312_05L_a44b56_20260630T221423Z,val,True,127
KRDU:DAL1312_05L_a44f0d_20260523T204113Z,train,True,133
KRDU:DAL1312_23R_a35a92_20260704T210157Z,train,True,299
KRDU:DAL1312_23R_a382b6_20260701T211231Z,val,True,127
KRDU:DAL1312_23R_a382b6_20260709T193137Z,train,True,314
KRDU:DAL1312_23R_a382b6_20260721T193448Z,train,True,148
KRDU:DAL1312_23R_a3a5ec_20260514T203744Z,train,True,130
KRDU:DAL1312_23R_a3a5ec_20260516T203147Z,train,True,306
KRDU:DAL1312_23R_a3a9a3_20260519T204940Z,train,True,133
KRDU:DAL1312_23R_a3a9a3_20260520T212146Z,train,True,352
KRDU:DAL1312_23R_a3be8f_20260706T193614Z,val,True,136
KRDU:DAL1312_23R_a3c5fd_20260501T204848Z,val,True,287
KRDU:DAL1312_23R_a3c9b4_20260710T194951Z,train,True,140
KRDU:DAL1312_23R_a3d890_20260525T205624Z,train,True,139
KRDU:DAL1312_23R_a3f133_20260711T201009Z,train,True,218
KRDU:DAL1312_23R_a3f133_20260715T192846Z,train,True,288
KRDU:DAL1312_23R_a3f133_20260716T193210Z,train,True,277
KRDU:DAL1312_23R_a3f4ea_20260526T205807Z,val,True,153
KRDU:DAL1312_23R_a3f4ea_20260527T204003Z,train,True,135
KRDU:DAL1312_23R_a41144_20260708T194302Z,train,True,135
KRDU:DAL1312_23R_a418b2_20260529T211449Z,train,True,131
KRDU:DAL1312_23R_a418b2_20260531T205135Z,train,True,291
KRDU:DAL1312_23R_a4278e_20260505T203835Z,val,True,306
KRDU:DAL1312_23R_a4278e_20260513T205706Z,train,True,151
KRDU:DAL1312_23R_a4278e_20260627T202234Z,val,True,321
KRDU:DAL1312_23R_a42efc_20260510T204821Z,train,True,131
KRDU:DAL1312_23R_a438c3_20260626T195629Z,train,True,134
KRDU:DAL1312_23R_a438c3_20260628T193310Z,train,True,303
KRDU:DAL1312_23R_a44031_20260503T203653Z,train,True,295
KRDU:DAL1312_23R_a44031_20260506T204322Z,train,True,152
KRDU:DAL1312_23R_a44031_20260509T205133Z,val,True,287
KRDU:DAL1312_23R_a4478d_20260504T205144Z,train,True,293
KRDU:DAL1312_23R_a4478d_20260702T194707Z,train,True,208
KRDU:DAL1312_23R_a4478d_20260703T194202Z,train,True,200
KRDU:DAL1312_23R_a4478d_20260720T200038Z,val,True,228
KRDU:DAL1312_23R_a44f0d_20260521T203443Z,train,True,295
KRDU:DAL1337_05L_a3a9a3_20260522T150412Z,train,True,134
KRDU:DAL1337_05L_a3c5fd_20260501T151317Z,train,True,132
KRDU:DAL1337_05L_a3d890_20260524T150523Z,val,True,124
KRDU:DAL1337_05L_a3f133_20260712T140916Z,train,True,139
KRDU:DAL1337_05L_a3f133_20260713T140315Z,train,True,140
KRDU:DAL1337_05L_a3f133_20260714T135421Z,train,True,139
KRDU:DAL1337_05L_a3f133_20260717T141434Z,train,True,136
KRDU:DAL1337_05L_a418b2_20260528T152234Z,train,True,131
KRDU:DAL1337_05L_a418b2_20260529T153820Z,train,True,139
KRDU:DAL1337_05L_a418b2_20260530T153746Z,train,True,132
KRDU:DAL1337_05L_a418b2_20260531T150033Z,val,True,127
KRDU:DAL1337_05L_a438c3_20260629T140226Z,train,True,139
KRDU:DAL1337_05L_a44031_20260502T151721Z,val,True,148
KRDU:DAL1337_05L_a44031_20260630T143013Z,train,True,348
KRDU:DAL1337_05L_a44f0d_20260523T150400Z,train,True,126
KRDU:DAL1337_05R_a3a5ec_20260514T150924Z,val,True,131
KRDU:DAL1337_05R_a3dc47_20260515T150250Z,train,True,131
KRDU:DAL1337_05R_a42efc_20260511T152054Z,train,True,136
KRDU:DAL1337_23L_a3a5ec_20260516T150343Z,train,True,345
KRDU:DAL1337_23L_a3f4ea_20260527T150443Z,train,True,158
KRDU:DAL1337_23L_a41144_20260709T141208Z,train,True,360
KRDU:DAL1337_23L_a4278e_20260513T150442Z,train,True,329
KRDU:DAL1337_23R_a35a92_20260704T154006Z,train,True,313
KRDU:DAL1337_23R_a382b6_20260702T140348Z,val,True,313
KRDU:DAL1337_23R_a3a5ec_20260507T151624Z,train,True,321
KRDU:DAL1337_23R_a3a9a3_20260519T151634Z,train,True,281
KRDU:DAL1337_23R_a3a9a3_20260520T161235Z,train,True,131
KRDU:DAL1337_23R_a3be8f_20260707T140532Z,train,True,317
KRDU:DAL1337_23R_a3c246_20260708T140638Z,val,True,306
KRDU:DAL1337_23R_a3d890_20260525T150618Z,train,True,334
KRDU:DAL1337_23R_a3f133_20260715T140333Z,val,True,126
KRDU:DAL1337_23R_a3f133_20260716T135823Z,train,True,274
KRDU:DAL1337_23R_a3f133_20260718T200040Z,val,True,150
KRDU:DAL1337_23R_a3f133_20260719T140959Z,val,True,283
KRDU:DAL1337_23R_a3f133_20260720T140549Z,train,True,302
KRDU:DAL1337_23R_a41144_20260518T150757Z,train,True,349
KRDU:DAL1337_23R_a4278e_20260505T151029Z,train,True,328
KRDU:DAL1337_23R_a4278e_20260628T141307Z,train,True,264
KRDU:DAL1337_23R_a42efc_20260510T151537Z,train,True,145
KRDU:DAL1337_23R_a438c3_20260627T140828Z,train,True,289
KRDU:DAL1337_23R_a44031_20260509T150014Z,train,True,143
KRDU:DAL1337_23R_a44031_20260626T141313Z,train,True,606
KRDU:DAL1337_23R_a44031_20260706T140418Z,train,True,313
KRDU:DAL1337_23R_a4478d_20260504T151339Z,train,True,298
KRDU:DAL1337_23R_a4478d_20260703T141021Z,train,True,296
KRDU:DAL1337_23R_a4478d_20260705T140410Z,train,True,288
KRDU:DAL1337_23R_a4478d_20260721T140702Z,train,True,327
KRDU:DAL1337_23R_a44b56_20260701T141352Z,train,True,344
KRDU:DAL1337_23R_a44f0d_20260521T150755Z,train,True,293
KRDU:DAL1370_05L_a3a5ec_20260508T024314Z,train,True,134
KRDU:DAL1370_05L_a3a5ec_20260515T022721Z,val,True,142
KRDU:DAL1370_05L_a3a9a3_20260523T022147Z,train,True,140
KRDU:DAL1370_05L_a3be8f_20260707T045634Z,train,True,126
KRDU:DAL1370_05L_a3d890_20260525T022745Z,train,True,294
KRDU:DAL1370_05L_a3dc47_20260531T021754Z,train,True,137
KRDU:DAL1370_05L_a3f133_20260713T033301Z,train,True,143
KRDU:DAL1370_05L_a3f133_20260714T030043Z,train,True,153
KRDU:DAL1370_05L_a3f133_20260718T014016Z,train,True,138
KRDU:DAL1370_05L_a3f133_20260720T015514Z,train,True,132
KRDU:DAL1370_05L_a41144_20260709T012004Z,train,True,135
KRDU:DAL1370_05L_a418b2_20260529T020806Z,train,True,130
KRDU:DAL1370_05L_a438c3_20260629T015844Z,val,True,135
KRDU:DAL1370_05L_a44031_20260630T014629Z,val,True,162
KRDU:DAL1370_05L_a44b56_20260701T035159Z,train,True,123
KRDU:DAL1370_05L_a44cfd_20260501T024357Z,train,True,145
KRDU:DAL1370_05L_a44f0d_20260522T021051Z,val,True,149
KRDU:DAL1370_05L_a44f0d_20260524T021108Z,val,True,121
KRDU:DAL1370_05L_a4a484_20260503T032151Z,train,True,129
KRDU:DAL1370_05R_a3f133_20260715T031244Z,train,True,130
KRDU:DAL1370_23R_a382b6_20260702T024925Z,train,True,296
KRDU:DAL1370_23R_a382b6_20260710T011355Z,train,True,318
KRDU:DAL1370_23R_a3a5ec_20260513T034631Z,train,True,328
KRDU:DAL1370_23R_a3a5ec_20260517T020410Z,train,True,307
KRDU:DAL1370_23R_a3a9a3_20260520T022856Z,train,True,301
KRDU:DAL1370_23R_a3a9a3_20260521T022338Z,train,True,155
KRDU:DAL1370_23R_a3c246_20260708T032203Z,train,True,336
KRDU:DAL1370_23R_a3c9b4_20260711T043012Z,train,True,137
KRDU:DAL1370_23R_a3d890_20260526T022253Z,train,True,143
KRDU:DAL1370_23R_a3dc47_20260516T022428Z,val,True,326
KRDU:DAL1370_23R_a3f133_20260712T011443Z,train,True,285
KRDU:DAL1370_23R_a3f133_20260716T013828Z,train,True,318
KRDU:DAL1370_23R_a3f133_20260717T023625Z,train,True,139
KRDU:DAL1370_23R_a3f133_20260719T023449Z,train,True,205
KRDU:DAL1370_23R_a3f4ea_20260527T021232Z,train,True,142
KRDU:DAL1370_23R_a41144_20260518T022328Z,val,True,148
KRDU:DAL1370_23R_a41144_20260519T025806Z,val,True,309
KRDU:DAL1370_23R_a4278e_20260628T040836Z,train,True,347
KRDU:DAL1370_23R_a42efc_20260511T024348Z,val,True,352
KRDU:DAL1370_23R_a434f9_20260528T021729Z,train,True,365
KRDU:DAL1370_23R_a438c3_20260627T012421Z,train,True,147
KRDU:DAL1370_23R_a44031_20260509T023452Z,train,True,147
KRDU:DAL1370_23R_a44031_20260510T021008Z,val,True,308
KRDU:DAL1370_23R_a44548_20260504T035247Z,train,True,356
KRDU:DAL1370_23R_a4478d_20260703T012756Z,train,True,301
KRDU:DAL1370_23R_a4478d_20260704T020831Z,train,True,294
KRDU:DAL1370_23R_a4478d_20260721T021641Z,train,True,171
KRDU:DAL1370_23R_a44988_20260506T024805Z,train,True,320
KRDU:DAL1370_23R_a4794e_20260505T030155Z,train,True,150
KRDU:DAL1370_23R_a48315_20260507T030950Z,val,True,187
KRDU:DAL1370_23R_a4a484_20260502T024253Z,train,True,329
KRDU:DAL1399_23R_a49d16_20260721T183404Z,train,True,122
KRDU:DAL1406_23R_a7fa3b_20260718T200451Z,train,True,162
KRDU:DAL1407_05L_a37335_20260630T212201Z,train,True,247
KRDU:DAL1407_05L_a396fd_20260705T225629Z,train,True,308
KRDU:DAL1407_05L_a396fd_20260714T215542Z,train,True,283
KRDU:DAL1407_05L_a39e6b_20260710T214704Z,train,True,144
KRDU:DAL1407_05L_a3a222_20260629T212947Z,val,True,139
KRDU:DAL1407_05L_a3a9a3_20260511T212544Z,train,True,146
KRDU:DAL1407_05L_a3b0fe_20260720T213324Z,train,True,201
KRDU:DAL1407_05L_a3c9a1_20260713T223049Z,train,True,287
KRDU:DAL1407_05L_a3dc34_20260717T213442Z,train,True,282
KRDU:DAL1407_05L_a3dc47_20260530T212552Z,train,True,288
KRDU:DAL1407_05L_a3f4ea_20260523T213853Z,train,True,309
KRDU:DAL1407_05L_a3f88e_20260712T213750Z,train,True,296
KRDU:DAL1407_05L_a4077d_20260528T230741Z,train,True,304
KRDU:DAL1407_05L_a41c69_20260522T213117Z,train,True,141
KRDU:DAL1407_05L_a4200d_20260628T212803Z,val,True,127
KRDU:DAL1407_05L_a42efc_20260507T213504Z,train,True,140
KRDU:DAL1407_23R_a327ee_20260709T220529Z,train,True,164
KRDU:DAL1407_23R_a36200_20260703T213033Z,train,True,141
KRDU:DAL1407_23R_a385c8_20260701T212334Z,train,True,151
KRDU:DAL1407_23R_a3a5ec_20260506T205824Z,train,True,154
KRDU:DAL1407_23R_a3a5ec_20260508T214350Z,train,True,143
KRDU:DAL1407_23R_a3a5ec_20260521T221430Z,train,True,149
KRDU:DAL1407_23R_a3a5ec_20260531T212658Z,train,True,134
KRDU:DAL1407_23R_a3a9a3_20260516T213647Z,train,True,150
KRDU:DAL1407_23R_a3b86c_20260626T212525Z,train,True,137
KRDU:DAL1407_23R_a3be8f_20260510T215122Z,train,True,128
KRDU:DAL1407_23R_a3c5fd_20260515T213123Z,train,True,139
KRDU:DAL1407_23R_a3c5fd_20260518T213109Z,train,True,134
KRDU:DAL1407_23R_a3c9a1_20260706T214321Z,train,True,126
KRDU:DAL1407_23R_a3c9a1_20260716T212521Z,train,True,143
KRDU:DAL1407_23R_a3dc47_20260512T214546Z,train,True,142
KRDU:DAL1407_23R_a3dc47_20260517T212632Z,train,True,136
KRDU:DAL1407_23R_a3ed69_20260702T215003Z,train,True,121
KRDU:DAL1407_23R_a3f120_20260627T201155Z,train,True,145
KRDU:DAL1407_23R_a3f120_20260704T195952Z,train,True,135
KRDU:DAL1407_23R_a3f120_20260707T221101Z,train,True,130
KRDU:DAL1407_23R_a3f4d7_20260719T213319Z,train,True,185
KRDU:DAL1407_23R_a3f4ea_20260514T213311Z,train,True,134
KRDU:DAL1407_23R_a41131_20260718T200718Z,train,True,152
KRDU:DAL1407_23R_a414e8_20260708T213035Z,train,True,133
KRDU:DAL1407_23R_a414e8_20260711T194107Z,train,True,135
KRDU:DAL1407_23R_a41c56_20260715T212818Z,val,True,147
KRDU:DAL1407_23R_a42020_20260529T212349Z,train,True,135
KRDU:DAL1407_23R_a4278e_20260504T205421Z,train,True,140
KRDU:DAL1407_23R_a42b45_20260509T212428Z,train,True,121
KRDU:DAL1407_23R_a44031_20260501T213911Z,train,True,135
KRDU:DAL1407_23R_a44031_20260505T211427Z,train,True,154
KRDU:DAL1407_23R_a4478d_20260503T214813Z,train,True,140
KRDU:DAL1407_23R_a44f0d_20260526T215201Z,train,True,130
KRDU:DAL1409_05L_a79046_20260714T043346Z,train,True,303
KRDU:DAL1409_05L_a7cb53_20260630T033720Z,val,True,246
KRDU:DAL1409_05L_a7d673_20260707T033535Z,train,True,143
